Track Name,Artist,Streams
Unforgettable,French Montana,2178451
24K Magic,Bruno Mars,2161274
Love On The Brain,Rihanna,2157372
Do Not Disturb,Drake,2154457
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2151584
Both (feat. Drake),Gucci Mane,2145701
Still Got Time,ZAYN,2134209
DEVASTATED,Joey Bada$$,2125338
do re mi,blackbear,2121711
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2121390
Castle on the Hill,Ed Sheeran,2107905
First Day Out,Tee Grizzley,2106325
KMT,Drake,2102400
Losin Control,Russ,2094164
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2091467
Ice Melts,Drake,2071504
Get Right Witcha,Migos,2041868
Young,The Chainsmokers,2041862
It Won't Kill Ya,The Chainsmokers,2036144
Water,Ugly God,2032154
September Song,JP Cooper,2025995
No Long Talk,Drake,2020212
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,2016248
You Was Right,Lil Uzi Vert,1990928
pick up the phone,Young Thug,1983702
Slippery (feat. Gucci Mane),Migos,1974574
Solo Dance,Martin Jensen,1963481
Wake Up Alone,The Chainsmokers,1948745
Madiba Riddim,Drake,1946805
No Heart,21 Savage,1941930
Chained To The Rhythm,Katy Perry,1918416
4422,Drake,1915272
Jorja Interlude,Drake,1871165
Perfect,Ed Sheeran,1869848
Low Life,Future,1859837
White Iverson,Post Malone,1854421
No Promises (feat. Demi Lovato),Cheat Codes,1818480
Chill Bill,Rob $tone,1791173
Don't Let Me Down,The Chainsmokers,1780480
Starving,Hailee Steinfeld,1779907
Party Monster,The Weeknd,1777996
Happier,Ed Sheeran,1773356
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,1766520
Good Life (with G-Eazy & Kehlani),G-Eazy,1742997
Comin Out Strong (feat. The Weeknd),Future,1737958
Bad Things (with Camila Cabello),Machine Gun Kelly,1731565
No Role Modelz,J. Cole,1714187
Touch,Little Mix,1705456
From The D To The A (feat. Lil Yachty),Tee Grizzley,1692811
PRBLMS,6LACK,1692297
Down,Marian Hill,1685476
TEMPTATION,Joey Bada$$,1669009
Can't Have Everything,Drake,1653230
No Frauds,Nicki Minaj,1640681
Money Longer,Lil Uzi Vert,1631180
History,Olivia Holt,1628978
Selfish,PnB Rock,1618864
Lights Down Low,MAX,1609863
You Don't Know Me - Radio Edit,Jax Jones,1586193
Heathens,Twenty One Pilots,1578891
No Flockin,Kodak Black,1578427
Deja Vu,J. Cole,1570017
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,1568257
The Night We Met,Lord Huron,1560277
Party,Chris Brown,1548930
Side To Side,Ariana Grande,1541253
Obsession (feat. Jon Bellion),Vice,1533302
Nothings Into Somethings,Drake,1533054
All Time Low,Jon Bellion,1529867
Don't,Bryson Tiller,1526350
Go Flex,Post Malone,1491359
Dive,Ed Sheeran,1486524
No Favors,Big Sean,1486410
Glow,Drake,1485335
Everyday We Lit (feat. PnB Rock),YFN Lucci,1479032
Controlla,Drake,1476619
Conscience (feat. Future),Kodak Black,1467198
Let Me Love You,DJ Snake,1466961
Hurricane,Luke Combs,1461500
In the Name of Love,Martin Garrix,1461410
Too Many Years,Kodak Black,1460685
beibs in the trap,Travis Scott,1458464
Saved,Khalid,1447197
Exchange,Bryson Tiller,1437481
Up,Desiigner,1431908
m.A.A.d city,Kendrick Lamar,1412870
Needed Me,Rihanna,1404645
Rent Money,Future,1398903
Chanel,Frank Ocean,1398017
Come and See Me (feat. Drake),PARTYNEXTDOOR,1391354
Panda,Desiigner,1382612
Dirt On My Boots,Jon Pardi,1378532
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1369838
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,1355482
Lose You,Drake,1353208
Mercy,Shawn Mendes,1352699
Ride,Twenty One Pilots,1352642
Kelly Price (feat. Travis Scott),Migos,1348145
Too Good,Drake,1347873
May We All,Florida Georgia Line,1347545
Jumpman,Drake,1345062
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,1339501
Patty Cake,Kodak Black,1336996
Hometown Girl,Josh Turner,1319533
In Case You Didn't Know,Brett Young,1318598
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1315932
The Other,Lauv,1314668
Since Way Back,Drake,1311680
Young Dumb & Broke,Khalid,1311221
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,1307199
There He Go,Kodak Black,1296774
Don't Wanna Know,Maroon 5,1293420
Running Back (feat. Lil Wayne),Wale,1291795
How Far I'll Go,Auli'i Cravalho,1291053
Skateboard P (feat. Big Sean),MadeinTYO,1286143
Scars To Your Beautiful,Alessia Cara,1270772
TG4M,Zara Larsson,1269980
Skepta Interlude,Drake,1255021
Draco,Future,1253332
Want Her,Mustard,1246632
What They Want,Russ,1242426
Antidote,Travis Scott,1235456
Erase Your Social,Lil Uzi Vert,1228833
Reminder,The Weeknd,1228109
Stressed Out,Twenty One Pilots,1226418
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1221528
Chantaje (feat. Maluma),Shakira,1221128
Star Of The Show,Thomas Rhett,1212888
Cold Water (feat. Justin Bieber & MØ),Major Lazer,1209821
God's Plan,Drake,26345370
rockstar,Post Malone,8635041
Diplomatic Immunity,Drake,8422148
Finesse - Remix; feat. Cardi B,Bruno Mars,6831118
No Limit,G-Eazy,6657944
I Fall Apart,Post Malone,6557861
Havana (feat. Young Thug),Camila Cabello,6521146
Ric Flair Drip (& Metro Boomin),Offset,6355943
Bartier Cardi (feat. 21 Savage),Cardi B,5972385
All The Stars (with SZA),Kendrick Lamar,5946526
Never Be the Same,Camila Cabello,5662604
Him & I (with Halsey),G-Eazy,5494119
Codeine Dreaming (feat. Lil Wayne),Kodak Black,5415717
PICK IT UP (feat. A$AP Rocky),Famous Dex,5281454
LOVE. FEAT. ZACARI.,Kendrick Lamar,5178866
Let You Down,NF,5113990
Stir Fry,Migos,4927600
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4712749
Candy Paint,Post Malone,4675445
XO TOUR Llif3,Lil Uzi Vert,4640030
Sick Boy,The Chainsmokers,4620927
Rewrite The Stars,Zac Efron,4517483
Sky Walker (feat. Travis Scott),Miguel,4466078
Plain Jane,A$AP Ferg,4365077
MotorSport,Migos,4356230
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4346609
Bank Account,21 Savage,4300419
River (feat. Ed Sheeran),Eminem,4291324
Congratulations,Post Malone,4142267
HUMBLE.,Kendrick Lamar,4088656
IDGAF,Dua Lipa,4080375
Betrayed,Lil Xan,4045706
Perfect,Ed Sheeran,4005746
Gucci Gang,Lil Pump,3982880
Wolves,Selena Gomez,3893063
Young Dumb & Broke,Khalid,3835506
I Get The Bag (feat. Migos),Gucci Mane,3745195
Nowadays (feat. Landon Cube),Lil Skies,3731372
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3591262
Mine,Bazzi,3578060
Too Good At Goodbyes,Sam Smith,3562193
This Is Me,Keala Settle,3550419
New Rules,Dua Lipa,3545665
1-800-273-8255,Logic,3470572
Roll In Peace (feat. XXXTENTACION),Kodak Black,3462219
Bodak Yellow,Cardi B,3407933
KEKE,6ix9ine,3361621
Tell Me You Love Me,Demi Lovato,3286326
Wanted You (feat. Lil Uzi Vert),NAV,3242874
Location,Khalid,3236297
End Game,Taylor Swift,3217448
goosebumps,Travis Scott,3125168
Silence,Marshmello,3078601
Thunder,Imagine Dragons,3056588
My My My!,Troye Sivan,3004797
Jocelyn Flores,XXXTENTACION,2933632
BUTTERFLY EFFECT,Travis Scott,2908160
Wait,Maroon 5,2879045
Unforgettable,French Montana,2861309
Bad At Love,Halsey,2838481
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2837007
Fuck Love (feat. Trippie Redd),XXXTENTACION,2814550
Real Friends,Camila Cabello,2772548
Red Roses (feat. Landon Cube),Lil Skies,2743080
Sorry Not Sorry,Demi Lovato,2726019
Slippery (feat. Gucci Mane),Migos,2630711
What Lovers Do (feat. SZA),Maroon 5,2621769
Rubbin Off The Paint,YBN Nahmir,2533239
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2517609
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2450720
Filthy,Justin Timberlake,2448004
I Miss You (feat. Julia Michaels),Clean Bandit,2439132
Shape of You,Ed Sheeran,2417657
DNA.,Kendrick Lamar,2413832
Ice Tray,Quality Control,2386639
i Shyne,Carnage,2380130
Saint,Huncho Jack,2349873
The Greatest Show,Hugh Jackman,2346358
GUMMO,6ix9ine,2321459
Go Flex,Post Malone,2304879
Ghostface Killers,21 Savage,2249597
Believer,Imagine Dragons,2240847
Never Enough,Loren Allred,2194774
Feel It Still,Portugal. The Man,2163257
New Freezer (feat. Kendrick Lamar),Rich The Kid,2141391
A Million Dreams,Ziv Zaifman,2137680
Échame La Culpa,Luis Fonsi,2087060
Spotlight,Marshmello,2077609
Redbone,Childish Gambino,2077538
Marry Me,Thomas Rhett,2074747
Rake It Up,Yo Gotti,2044080
The Other Side,Hugh Jackman,2031305
Love Galore (feat. Travis Scott),SZA,2024886
Passionfruit,Drake,2022575
How Long,Charlie Puth,2001595
Magnolia,Playboi Carti,1988822
Losin Control,Russ,1984330
Mask Off,Future,1977911
White Iverson,Post Malone,1976456
Designer,Lil Pump,1975069
Relationship (feat. Future),Young Thug,1945076
Supplies,Justin Timberlake,1933363
The Weekend - Funk Wav Remix,SZA,1928280
Sensualidad,Bad Bunny,1918966
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1896128
Attention,Charlie Puth,1886623
It's A Vibe,2 Chainz,1883627
Bad and Boujee (feat. Lil Uzi Vert),Migos,1871870
Tip Toe (feat. French Montana),Jason Derulo,1858535
Say You Won't Let Go,James Arthur,1847593
What Ifs,Kane Brown,1811979
Transportin',Kodak Black,1810801
Capital Letters,Hailee Steinfeld,1809051
Everybody Dies In Their Nightmares,XXXTENTACION,1797447
Sauce It Up,Lil Uzi Vert,1793913
Bounce Back,Big Sean,1790624
Body Like A Back Road,Sam Hunt,1788964
iSpy (feat. Lil Yachty),KYLE,1771558
Strip That Down,Liam Payne,1765513
That's What I Like,Bruno Mars,1758419
The Weekend,SZA,1742265
I Like Me Better,Lauv,1739739
Fake Love,Drake,1728241
do re mi,blackbear,1726048
Go Legend (& Metro Boomin),Big Sean,1724789
Tunnel Vision,Kodak Black,1720324
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1715846
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,1704784
No Role Modelz,J. Cole,1670716
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,1667116
The Race,Tay-K,1662787
Despacito - Remix,Luis Fonsi,1662674
Dubai Shit,Huncho Jack,1658072
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1650425
Come Alive,Hugh Jackman,1647735
Dusk Till Dawn - Radio Edit,ZAYN,1645271
Love Scars,Trippie Redd,1637513
Plain Jane REMIX,A$AP Ferg,1637027
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,1625578
KOODA,6ix9ine,1618129
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1617747
From Now On,Hugh Jackman,1605702
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1585751
Mi Gente,J Balvin,1580818
She Loves Control,Camila Cabello,1575611
T-Shirt,Migos,1569951
When It Rains It Pours,Luke Combs,1568450
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,1553069
wokeuplikethis*,Playboi Carti,1552067
Portland,Drake,1550313
Look What You Made Me Do,Taylor Swift,1531604
One Dance,Drake,1510451
Closer,The Chainsmokers,1509558
Lust,Lil Skies,1509211
Issues,Julia Michaels,1509158
Greatest Love Story,LANCO,1505270
Unforgettable,Thomas Rhett,1504272
La Modelo,Lean Trap,1503662
PRBLMS,6LACK,1503235
Don't,Bryson Tiller,1501241
Sucker for You,Matt Terry,1495439
Exchange,Bryson Tiller,1491425
Heaven,Kane Brown,1482561
Die For You,The Weeknd,1479123
Poles 1469,Trippie Redd,1477632
In Case You Didn't Know,Brett Young,1464944
20 Min,Lil Uzi Vert,1463965
Something Just Like This,The Chainsmokers,1461530
Yours,Russell Dickerson,1449201
Icon,Jaden,1444234
Tightrope,Michelle Williams,1432771
Look At Me!,XXXTENTACION,1431869
...Ready For It?,Taylor Swift,1431194
Caroline,Aminé,1427052
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1420824
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1419304
'Till I Collapse,Eminem,1407116
Starboy,The Weeknd,1405718
Heartache On The Dance Floor,Jon Pardi,1399255
Myself,NAV,1398228
X (feat. Future),21 Savage,1397926
Broccoli (feat. Lil Yachty),DRAM,1390303
Lemon - Edit,N.E.R.D,1388336
Slow Hands,Niall Horan,1388045
Lemon,N.E.R.D,1383019
EL BAÑO,Enrique Iglesias,1381936
Criminal,Natti Natasha,1375521
Se Preparó,Ozuna,1374344
Praying,Kesha,1373727
No Option,Post Malone,1369940
Money Longer,Lil Uzi Vert,1369576
Saved,Khalid,1356140
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1354596
There's Nothing Holdin' Me Back,Shawn Mendes,1351812
All on Me,Devin Dawson,1347532
Best Part (feat. Daniel Caesar),H.E.R.,1333092
Corazón,Maluma,1329680
pick up the phone,Young Thug,1328365
Church,Fall Out Boy,1325542
beibs in the trap,Travis Scott,1323642
HUMBLE.,Kendrick Lamar,15584467
Mask Off,Future,11297804
Passionfruit,Drake,10541634
Shape of You,Ed Sheeran,9140563
XO TOUR Llif3,Lil Uzi Vert,8342003
iSpy (feat. Lil Yachty),KYLE,8239581
That's What I Like,Bruno Mars,8197761
Portland,Drake,8110027
Tunnel Vision,Kodak Black,7749323
Location,Khalid,6492464
Congratulations,Post Malone,6464537
Stay (with Alessia Cara),Zedd,6318389
It Ain't Me (with Selena Gomez),Kygo,6202032
Something Just Like This,The Chainsmokers,5952205
Gyalchester,Drake,5638624
Slide (feat. Frank Ocean & Migos),Calvin Harris,5632811
Issues,Julia Michaels,5328764
Bounce Back,Big Sean,5244525
Fake Love,Drake,5154620
Bad and Boujee (feat. Lil Uzi Vert),Migos,5137433
T-Shirt,Migos,5018809
Paris,The Chainsmokers,4756955
Blem,Drake,4716787
Swang,Rae Sremmurd,4588680
Selfish (feat. Rihanna),Future,4575169
Look At Me!,XXXTENTACION,4540458
Everybody,Logic,4537889
Body Like A Back Road,Sam Hunt,4505291
Free Smoke,Drake,4270395
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3911569
Galway Girl,Ed Sheeran,3911319
goosebumps,Travis Scott,3813777
The Heart Part 4,Kendrick Lamar,3803930
Teenage Fever,Drake,3771332
Believer,Imagine Dragons,3692965
Cold,Maroon 5,3502787
Closer,The Chainsmokers,3390441
Sacrifices,Drake,3368856
Starboy,The Weeknd,3350002
I Feel It Coming,The Weeknd,3290594
The One,The Chainsmokers,3272562
Say You Won't Let Go,James Arthur,3243757
Get It Together,Drake,3216087
Moves,Big Sean,3189735
Rolex,Ayo & Teo,3169786
"How Far I'll Go - From ""Moana""",Alessia Cara,3060933
All Night (feat. Knox Fortune),Chance the Rapper,3019967
Redbone,Childish Gambino,2909293
KMT,Drake,2880843
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2876402
Scared to Be Lonely,Martin Garrix,2867174
Love On The Brain,Rihanna,2849150
Caroline,Aminé,2848724
Green Light,Lorde,2829734
No Long Talk,Drake,2734861
Symphony (feat. Zara Larsson),Clean Bandit,2718479
Call On Me - Ryan Riback Extended Remix,Starley,2637978
Chained To The Rhythm,Katy Perry,2634631
Broccoli (feat. Lil Yachty),DRAM,2619568
Do Not Disturb,Drake,2616813
4422,Drake,2604796
Madiba Riddim,Drake,2595968
Ice Melts,Drake,2551962
Jorja Interlude,Drake,2507022
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,2457753
Weak,AJR,2445602
Castle on the Hill,Ed Sheeran,2428878
Still Got Time,ZAYN,2419604
One Dance,Drake,2414363
X (feat. Future),21 Savage,2401405
Everyday,Ariana Grande,2347967
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,2346306
Despacito (Featuring Daddy Yankee),Luis Fonsi,2290391
Conscience (feat. Future),Kodak Black,2275130
Black Beatles,Rae Sremmurd,2273251
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2245967
24K Magic,Bruno Mars,2238060
Happier,Ed Sheeran,2222432
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2211745
Both (feat. Drake),Gucci Mane,2209515
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2206362
Perfect,Ed Sheeran,2181245
Water,Ugly God,2169255
Losin Control,Russ,2124613
Can't Have Everything,Drake,2118318
September Song,JP Cooper,2055820
Slippery (feat. Gucci Mane),Migos,2014277
Party Monster,The Weeknd,2011978
No Heart,21 Savage,2006212
Nothings Into Somethings,Drake,1984954
Solo Dance,Martin Jensen,1962934
Glow,Drake,1933506
Down,Marian Hill,1925344
Get Right Witcha,Migos,1917401
White Iverson,Post Malone,1912067
You Was Right,Lil Uzi Vert,1910399
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,1907960
pick up the phone,Young Thug,1904372
Chill Bill,Rob $tone,1890038
Bad Things (with Camila Cabello),Machine Gun Kelly,1886363
Low Life,Future,1854010
No Frauds,Nicki Minaj,1853383
Dive,Ed Sheeran,1852342
History,Olivia Holt,1823527
Comin Out Strong (feat. The Weeknd),Future,1820085
Lose You,Drake,1815912
I Got You,Bebe Rexha,1811193
Starving,Hailee Steinfeld,1798886
No Role Modelz,J. Cole,1754519
Since Way Back,Drake,1727745
Selfish,PnB Rock,1714593
Skepta Interlude,Drake,1711206
Don't Let Me Down,The Chainsmokers,1686308
PRBLMS,6LACK,1679550
Lights Down Low,MAX,1665222
Touch,Little Mix,1654918
No Favors,Big Sean,1649866
Sooner Or Later,Aaron Carter,1649544
Heathens,Twenty One Pilots,1632601
Deja Vu,J. Cole,1624911
All Time Low,Jon Bellion,1622006
First Day Out,Tee Grizzley,1619509
Kelly Price (feat. Travis Scott),Migos,1610069
No Flockin,Kodak Black,1594597
Money Longer,Lil Uzi Vert,1584587
Side To Side,Ariana Grande,1583830
Chanel,Frank Ocean,1576415
Good Life (with G-Eazy & Kehlani),G-Eazy,1575247
Don't Leave,Snakehips,1570141
You Don't Know Me - Radio Edit,Jax Jones,1569341
Party,Chris Brown,1562241
Controlla,Drake,1553237
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,1520676
Too Many Years,Kodak Black,1517802
Don't,Bryson Tiller,1517245
There He Go,Kodak Black,1513800
No Promises (feat. Demi Lovato),Cheat Codes,1510962
Craving You,Thomas Rhett,1510114
Patty Cake,Kodak Black,1505963
Go Flex,Post Malone,1504109
Thumbs,Sabrina Carpenter,1489849
Saved,Khalid,1489102
Let Me Love You,DJ Snake,1477523
The Other,Lauv,1471888
In the Name of Love,Martin Garrix,1465439
m.A.A.d city,Kendrick Lamar,1460209
beibs in the trap,Travis Scott,1458327
Exchange,Bryson Tiller,1455006
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,1441440
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1440735
Needed Me,Rihanna,1431508
Rent Money,Future,1427703
Panda,Desiigner,1417808
In Case You Didn't Know,Brett Young,1416041
Too Good,Drake,1411225
From The D To The A (feat. Lil Yachty),Tee Grizzley,1403091
Mercy,Shawn Mendes,1391944
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1382813
Come and See Me (feat. Drake),PARTYNEXTDOOR,1380088
Ride,Twenty One Pilots,1375733
New Man,Ed Sheeran,1372976
Want Her,Mustard,1369923
What Do I Know?,Ed Sheeran,1369267
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1351528
How Far I'll Go,Auli'i Cravalho,1347601
Hurricane,Luke Combs,1344602
Don't Wanna Know,Maroon 5,1341165
Jumpman,Drake,1335287
do re mi,blackbear,1334691
Gassed Up,Nebu Kiniza,1328457
Day for Day,Kodak Black,1311091
Obsession (feat. Jon Bellion),Vice,1308720
Scars To Your Beautiful,Alessia Cara,1306048
Draco,Future,1295815
Sneakin’,Drake,1293621
Running Back (feat. Lil Wayne),Wale,1289586
Dirt On My Boots,Jon Pardi,1288726
Everyday We Lit (feat. PnB Rock),YFN Lucci,1277774
Reminder,The Weeknd,1270399
What They Want,Russ,1266447
Stressed Out,Twenty One Pilots,1262011
Antidote,Travis Scott,1248840
Some Kind Of Drug,G-Eazy,1245158
Chantaje (feat. Maluma),Shakira,1243451
Come Closer,WizKid,1242932
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1241661
Treat You Better,Shawn Mendes,1239135
May We All,Florida Georgia Line,1233382
Skateboard P (feat. Big Sean),MadeinTYO,1226726
Coolin and Booted,Kodak Black,1219493
All Night,The Vamps,1210130
Erase Your Social,Lil Uzi Vert,1209999
DEVASTATED,Joey Bada$$,1206800
Supermarket Flowers,Ed Sheeran,1206280
One Night,Lil Yachty,1202106
Barcelona,Ed Sheeran,1201571
Cold Water (feat. Justin Bieber & MØ),Major Lazer,1200134
TG4M,Zara Larsson,1193311
Some Way,NAV,1189650
Wet Dreamz,J. Cole,1182530
HUMBLE.,Kendrick Lamar,13760632
Despacito - Remix,Luis Fonsi,13195503
I'm the One,DJ Khaled,11645433
XO TOUR Llif3,Lil Uzi Vert,10706619
Mask Off,Future,7801045
Congratulations,Post Malone,7404176
DNA.,Kendrick Lamar,7320237
Unforgettable,French Montana,6643206
1-800-273-8255,Logic,6466547
That's What I Like,Bruno Mars,6281444
Location,Khalid,6119634
Stay (with Alessia Cara),Zedd,5833762
iSpy (feat. Lil Yachty),KYLE,5554724
Malibu,Miley Cyrus,5398495
Passionfruit,Drake,5302701
Redbone,Childish Gambino,5262602
LOVE. FEAT. ZACARI.,Kendrick Lamar,5095261
goosebumps,Travis Scott,5042041
Tunnel Vision,Kodak Black,4947398
Shape of You,Ed Sheeran,4897995
Body Like A Back Road,Sam Hunt,4708082
Portland,Drake,4701402
Attention,Charlie Puth,4571128
Slide (feat. Frank Ocean & Migos),Calvin Harris,4562323
Issues,Julia Michaels,4541368
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,4499591
Bad Liar,Selena Gomez,4462949
It Ain't Me (with Selena Gomez),Kygo,4349962
